0.467532468;2;1;2;0;0.01909284;0;1;0;0.014436763;1;-0.001146789;0;0;0
0.493506494;7;1;2;0;0.000272366;0;0;0;0.018503457;1;-0.001146789;0;0;0
0.493506494;10;2;2;0;0.005574419;1;0;0;0.023586824;1;-0.001146789;0;0;0
0.480519481;5;0;3;0;0.004021935;1;0;2;0.048800325;3;-0.001146789;0;0;0
0.714285714;2;1;1;0;0.026292376;0;0;0;0.028060187;3;-0.001146789;0;0;0
0.454545455;1;1;2;0;9.07886E-06;1;0;2;0.022773485;1;-0.001146789;0;0;0
0.467532468;8;1;2;0;0.000199735;1;0;2;0.025416836;2;-0.001146789;0;0;0
0.311688312;9;2;1;0;0.004303379;0;0;2;0.112037414;1;-0.001146789;0;0;1
0.415584416;10;1;2;0;0.008624916;1;0;2;0.016673444;3;-0.001146789;0;0;0
0.558441558;2;1;1;0;0.006482305;1;0;2;0.003253355;6;0.415137615;0.101818182;3;0
0.38961039;8;1;3;0;0.012528825;1;0;0;0.059780399;2;-0.001146789;0;0;0
0.38961039;9;2;2;0;0.006219018;0;0;1;0.046766978;2;-0.001146789;0;0;0
0.480519481;1;2;2;0;0.001153015;0;0;2;0.016876779;4;-0.001146789;0;0;0
0.480519481;10;1;3;0;0.002242478;0;0;2;0.127084181;6;-0.001146789;0;0;1
0.623376623;4;2;2;0;0.01257422;0;0;1;0.054900366;1;-0.001146789;0;0;0
0.441558442;5;0;3;0;0.004793638;1;0;2;0.047376983;2;-0.001146789;0;0;0
0.519480519;2;1;2;0;0;1;0;2;0.010980073;1;-0.001146789;0;0;0
0.61038961;5;1;3;0;0.03341928;0;0;2;0.020536804;2;-0.001146789;0;0;0
0.753246753;5;0;3;0;0.051758575;0;0;2;0.018706791;3;0.121559633;0.007272727;1;0
0.480519481;5;0;3;1;0.00023605;0;1;2;0.004473363;1;-0.001146789;0;0;0
0.467532468;2;1;2;0;-0.002097216;0;1;2;0.158397723;2;-0.001146789;0;0;0
0.61038961;2;1;1;0;0;1;0;0;0.006100041;1;-0.001146789;0;0;0
0.311688312;2;2;2;0;0.001516169;0;1;2;0.05856039;1;0.110091743;0.007272727;1;1
0.61038961;1;1;2;0;0.000762624;0;0;1;0.074623831;3;-0.001146789;0;0;0
0.558441558;8;1;2;0;0.002523923;1;0;0;0.002846686;20;-0.001146789;0;0;0
0.415584416;5;1;3;0;0.020136909;1;0;2;0.007523383;2;-0.001146789;0;0;0
0.415584416;1;0;2;0;0.003722332;1;0;2;0.026230175;1;-0.001146789;0;0;0
0.74025974;6;1;3;0;0.00048118;0;0;1;0.109597397;2;-0.001146789;0;0;0
0.532467532;10;2;2;0;0.000390391;0;0;2;0.085400569;2;-0.001146789;0;0;0
0.350649351;8;2;3;1;-0.001379987;1;1;2;0.002846686;4;-0.001146789;0;0;0
0.649350649;1;1;2;0;0.024467525;0;0;2;0.063440423;2;0.18233945;0.007272727;2;0
0.727272727;6;1;3;0;0.007362955;0;0;2;0.030093534;19;-0.001146789;0;0;0
0.38961039;1;2;3;0;0.000299602;1;0;2;0.080520537;1;-0.001146789;0;0;0
0.61038961;1;2;2;0;0.033555463;0;0;2;0.050833672;2;0.207568807;0.014545455;1;1
0.545454545;2;1;2;0;0;1;0;0;0.027856852;16;-0.001146789;0;0;0
0.623376623;4;1;3;0;0.004248906;1;0;0;0.044733632;1;-0.001146789;0;0;0
